78.11558,3.175279,-9.706221
77.59362,3.735268,-9.498924
77.12547,4.205996,-9.313294
76.70796,4.58372,-9.148506
76.33402,4.877778,-9.001858
75.99574,5.102045,-8.870131
75.68578,5.270717,-8.750291
75.3979,5.396454,-8.639724
75.12707,5.48976,-8.536309
74.86935,5.558972,-8.438385
74.6218,5.610508,-8.344689
74.38219,5.649206,-8.254271
74.14887,5.678645,-8.166427
73.92065,5.701447,-8.080646
73.65963,5.730715,-7.99755
72.83115,5.769917,-7.924562
72.43723,5.759409,-6.993035
72.04242,5.767403,-5.872951
71.73447,5.767745,-4.85333
71.37991,5.788147,-3.965439
71.07021,5.806589,-3.196975
70.8019,5.823723,-2.53638
70.56869,5.839982,-1.966332
70.36388,5.855642,-1.469051
70.18144,5.870964,-1.028886
70.01645,5.885892,-0.6328242
69.86497,5.900179,-0.2702132
69.72366,5.913937,0.0673354
69.47837,6.061849,0.4311717
68.2754,6.58453,1.201876
65.56121,7.171615,2.649826
62.10828,7.67908,4.451549
58.39665,8.145232,6.390134
55.12335,8.845988,8.163215
54.92253,10.4026,8.439951
53.70334,12.12878,9.000105
51.35953,14.17403,10.15076
48.5337,16.21786,11.56109
45.62251,18.24581,13.07378
42.68831,20.21111,14.63667
39.69967,21.63492,16.25418
36.81063,22.44235,18.1661
34.37411,23.32252,20.63603
32.69753,24.70409,23.67723
31.68818,26.4203,27.09159
30.82218,28.30108,30.63602
29.53659,30.19698,33.98635
27.81985,31.37151,36.90689
27.04719,32.1813,38.95148
27.93386,32.94756,40.52279
30.61547,33.67217,41.76195
34.41397,34.29079,42.46144
38.70956,34.84719,42.69946
42.94797,35.38787,42.66196
46.70923,35.92316,42.50591
49.84518,36.4253,42.30368
52.591,36.83221,42.05666
54.89377,37.15187,41.80724
56.78228,37.39821,41.57416
58.31734,37.58582,41.3637
59.56637,37.72787,41.17598
60.59172,37.83538,41.00851
61.44617,37.91713,40.85794
62.17217,37.9799,40.72092
62.80273,38.02882,40.59452
63.36286,38.06768,40.47636
63.87124,38.09926,40.36452
64.34155,38.12561,40.25753
